Number of Reads,100660676
Reads With Valid Barcodes,0.363677
Sequencing Saturation,0.189991
Q30 Bases in CB+UMI,0.737797
Q30 Bases in RNA read,0.712597
Reads Mapped to Genome: Unique+Multiple,0.452498
Reads Mapped to Genome: Unique,0.452498
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.244469
Reads Mapped to Transcriptome: Unique GeneFulls,0.23778
Estimated Number of Cells,12240
Reads in Cells Mapped to Unique GeneFulls,12001276
Fraction of Reads in Cells,0.50141
Mean Reads per Cell,980
Median Reads per Cell,816
UMIs in Cells,9554069
Mean UMI per Cell,780
Median UMI per Cell,658
Mean GeneFulls per Cell,610
Median GeneFulls per Cell,538
Total GeneFulls Detected,20230
