Number of Reads,134789164
Reads With Valid Barcodes,0.399182
Sequencing Saturation,0.252122
Q30 Bases in CB+UMI,0.821007
Q30 Bases in RNA read,0.798391
Reads Mapped to Genome: Unique+Multiple,0.483215
Reads Mapped to Genome: Unique,0.483215
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.279007
Reads Mapped to Transcriptome: Unique GeneFulls,0.271496
Estimated Number of Cells,13809
Reads in Cells Mapped to Unique GeneFulls,19455182
Fraction of Reads in Cells,0.53164
Mean Reads per Cell,1408
Median Reads per Cell,1196
UMIs in Cells,14264937
Mean UMI per Cell,1033
Median UMI per Cell,886
Mean GeneFulls per Cell,773
Median GeneFulls per Cell,696
Total GeneFulls Detected,20893
