Number of Reads,134789164
Reads With Valid Barcodes,0.416603
Sequencing Saturation,0.256279
Q30 Bases in CB+UMI,0.817862
Q30 Bases in RNA read,0.798391
Reads Mapped to Genome: Unique+Multiple,0.483215
Reads Mapped to Genome: Unique,0.483215
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.28884
Reads Mapped to Transcriptome: Unique GeneFulls,0.281084
Estimated Number of Cells,14296
Reads in Cells Mapped to Unique GeneFulls,22931256
Fraction of Reads in Cells,0.605252
Mean Reads per Cell,1604
Median Reads per Cell,1355
UMIs in Cells,16769414
Mean UMI per Cell,1173
Median UMI per Cell,1001
Mean GeneFulls per Cell,867
Median GeneFulls per Cell,781
Total GeneFulls Detected,21278
