Number of Reads,98859416
Reads With Valid Barcodes,0.408675
Sequencing Saturation,0.197539
Q30 Bases in CB+UMI,0.746938
Q30 Bases in RNA read,0.710311
Reads Mapped to Genome: Unique+Multiple,0.447653
Reads Mapped to Genome: Unique,0.447653
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.268275
Reads Mapped to Transcriptome: Unique GeneFulls,0.261007
Estimated Number of Cells,12664
Reads in Cells Mapped to Unique GeneFulls,14690013
Fraction of Reads in Cells,0.569314
Mean Reads per Cell,1159
Median Reads per Cell,965
UMIs in Cells,11610061
Mean UMI per Cell,916
Median UMI per Cell,771
Mean GeneFulls per Cell,706
Median GeneFulls per Cell,626
Total GeneFulls Detected,20752
