Number of Reads,98859416
Reads With Valid Barcodes,0.37927
Sequencing Saturation,0.191566
Q30 Bases in CB+UMI,0.744584
Q30 Bases in RNA read,0.710311
Reads Mapped to Genome: Unique+Multiple,0.447653
Reads Mapped to Genome: Unique,0.447653
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.25264
Reads Mapped to Transcriptome: Unique GeneFulls,0.245751
Estimated Number of Cells,12164
Reads in Cells Mapped to Unique GeneFulls,12138887
Fraction of Reads in Cells,0.499649
Mean Reads per Cell,997
Median Reads per Cell,832
UMIs in Cells,9643142
Mean UMI per Cell,792
Median UMI per Cell,669
Mean GeneFulls per Cell,618
Median GeneFulls per Cell,546
Total GeneFulls Detected,20288
