Number of Reads,103036640
Reads With Valid Barcodes,0.352659
Sequencing Saturation,0.190515
Q30 Bases in CB+UMI,0.734679
Q30 Bases in RNA read,0.711272
Reads Mapped to Genome: Unique+Multiple,0.450167
Reads Mapped to Genome: Unique,0.450167
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.236998
Reads Mapped to Transcriptome: Unique GeneFulls,0.230507
Estimated Number of Cells,12195
Reads in Cells Mapped to Unique GeneFulls,11888142
Fraction of Reads in Cells,0.50054
Mean Reads per Cell,974
Median Reads per Cell,810
UMIs in Cells,9452431
Mean UMI per Cell,775
Median UMI per Cell,652
Mean GeneFulls per Cell,606
Median GeneFulls per Cell,535
Total GeneFulls Detected,20197
