Number of Reads,103036640
Reads With Valid Barcodes,0.381989
Sequencing Saturation,0.196112
Q30 Bases in CB+UMI,0.732578
Q30 Bases in RNA read,0.711272
Reads Mapped to Genome: Unique+Multiple,0.450167
Reads Mapped to Genome: Unique,0.450167
Reads Mapped to Transcriptome: Unique+Multipe Genes,0.249958
Reads Mapped to Transcriptome: Unique Genes,0.243351
Estimated Number of Cells,12538
Reads in Cells Mapped to Unique Genes,14228154
Fraction of Reads in Cells,0.567445
Mean Reads per Cell,1134
Median Reads per Cell,945
UMIs in Cells,11255164
Mean UMI per Cell,897
Median UMI per Cell,755
Mean Genes per Cell,692
Median Genes per Cell,612
Total Genes Detected,20384
