Number of Reads,103036640
Reads With Valid Barcodes,0.352682
Sequencing Saturation,0.189946
Q30 Bases in CB+UMI,0.734679
Q30 Bases in RNA read,0.711272
Reads Mapped to Genome: Unique+Multiple,0.450167
Reads Mapped to Genome: Unique,0.450167
Reads Mapped to Transcriptome: Unique+Multipe Genes,0.233702
Reads Mapped to Transcriptome: Unique Genes,0.227481
Estimated Number of Cells,12261
Reads in Cells Mapped to Unique Genes,11801511
Fraction of Reads in Cells,0.503501
Mean Reads per Cell,962
Median Reads per Cell,801
UMIs in Cells,9389434
Mean UMI per Cell,765
Median UMI per Cell,644
Mean Genes per Cell,598
Median Genes per Cell,529
Total Genes Detected,19968
