Number of Reads,130210119
Reads With Valid Barcodes,0.439545
Sequencing Saturation,0.257587
Q30 Bases in CB+UMI,0.82782
Q30 Bases in RNA read,0.791933
Reads Mapped to Genome: Unique+Multiple,0.48634
Reads Mapped to Genome: Unique,0.48634
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.303199
Reads Mapped to Transcriptome: Unique GeneFulls,0.295056
Estimated Number of Cells,14434
Reads in Cells Mapped to Unique GeneFulls,23362341
Fraction of Reads in Cells,0.608089
Mean Reads per Cell,1618
Median Reads per Cell,1367
UMIs in Cells,17066958
Mean UMI per Cell,1182
Median UMI per Cell,1009
Mean GeneFulls per Cell,873
Median GeneFulls per Cell,786
Total GeneFulls Detected,21372
