Number of Reads,131473567
Reads With Valid Barcodes,0.422575
Sequencing Saturation,0.253033
Q30 Bases in CB+UMI,0.821877
Q30 Bases in RNA read,0.796305
Reads Mapped to Genome: Unique+Multiple,0.485901
Reads Mapped to Genome: Unique,0.485901
Reads Mapped to Transcriptome: Unique+Multipe Genes,0.288511
Reads Mapped to Transcriptome: Unique Genes,0.280963
Estimated Number of Cells,14248
Reads in Cells Mapped to Unique Genes,22386739
Fraction of Reads in Cells,0.606043
Mean Reads per Cell,1571
Median Reads per Cell,1327
UMIs in Cells,16443474
Mean UMI per Cell,1154
Median UMI per Cell,985
Mean Genes per Cell,855
Median Genes per Cell,767
Total Genes Detected,20962
