Number of Reads,125597295
Reads With Valid Barcodes,0.413882
Sequencing Saturation,0.251687
Q30 Bases in CB+UMI,0.792616
Q30 Bases in RNA read,0.773506
Reads Mapped to Genome: Unique+Multiple,0.492923
Reads Mapped to Genome: Unique,0.492923
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.288561
Reads Mapped to Transcriptome: Unique GeneFulls,0.280882
Estimated Number of Cells,13391
Reads in Cells Mapped to Unique GeneFulls,20890082
Fraction of Reads in Cells,0.592156
Mean Reads per Cell,1560
Median Reads per Cell,1303
UMIs in Cells,15318709
Mean UMI per Cell,1143
Median UMI per Cell,973
Mean GeneFulls per Cell,848
Median GeneFulls per Cell,760
Total GeneFulls Detected,21182
