Number of Reads,120173234
Reads With Valid Barcodes,0.434948
Sequencing Saturation,0.250818
Q30 Bases in CB+UMI,0.795757
Q30 Bases in RNA read,0.757655
Reads Mapped to Genome: Unique+Multiple,0.492646
Reads Mapped to Genome: Unique,0.492646
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.301257
Reads Mapped to Transcriptome: Unique GeneFulls,0.293276
Estimated Number of Cells,13398
Reads in Cells Mapped to Unique GeneFulls,20873331
Fraction of Reads in Cells,0.592254
Mean Reads per Cell,1557
Median Reads per Cell,1301
UMIs in Cells,15333850
Mean UMI per Cell,1144
Median UMI per Cell,971
Mean GeneFulls per Cell,849
Median GeneFulls per Cell,762
Total GeneFulls Detected,21193
