Number of Reads,348070800
Reads With Valid Barcodes,0.43817
Sequencing Saturation,0.811476
Q30 Bases in CB+UMI,0.763639
Q30 Bases in RNA read,0.620943
Reads Mapped to Genome: Unique+Multiple,0.545695
Reads Mapped to Genome: Unique,0.545695
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.204555
Reads Mapped to Transcriptome: Unique GeneFulls,0.198735
Estimated Number of Cells,2838
Reads in Cells Mapped to Unique GeneFulls,46953860
Fraction of Reads in Cells,0.678779
Mean Reads per Cell,16544
Median Reads per Cell,12770
UMIs in Cells,7993610
Mean UMI per Cell,2816
Median UMI per Cell,2090
Mean GeneFulls per Cell,1582
Median GeneFulls per Cell,1329
Total GeneFulls Detected,22388
