Number of Reads,100751546
Reads With Valid Barcodes,0.407113
Sequencing Saturation,0.200971
Q30 Bases in CB+UMI,0.737365
Q30 Bases in RNA read,0.707794
Reads Mapped to Genome: Unique+Multiple,0.454444
Reads Mapped to Genome: Unique,0.454444
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.269674
Reads Mapped to Transcriptome: Unique GeneFulls,0.262383
Estimated Number of Cells,12782
Reads in Cells Mapped to Unique GeneFulls,15108162
Fraction of Reads in Cells,0.571511
Mean Reads per Cell,1181
Median Reads per Cell,984
UMIs in Cells,11886161
Mean UMI per Cell,929
Median UMI per Cell,783
Mean GeneFulls per Cell,714
Median GeneFulls per Cell,632
Total GeneFulls Detected,20767
