Number of Reads,403445700
Reads With Valid Barcodes,0.529488
Sequencing Saturation,0.824258
Q30 Bases in CB+UMI,0.828078
Q30 Bases in RNA read,0.637601
Reads Mapped to Genome: Unique+Multiple,0.53542
Reads Mapped to Genome: Unique,0.53542
Reads Mapped to Transcriptome: Unique+Multipe GeneFulls,0.255075
Reads Mapped to Transcriptome: Unique GeneFulls,0.247755
Estimated Number of Cells,2320
Reads in Cells Mapped to Unique GeneFulls,64269463
Fraction of Reads in Cells,0.642979
Mean Reads per Cell,27702
Median Reads per Cell,21550
UMIs in Cells,10390563
Mean UMI per Cell,4478
Median UMI per Cell,3345
Mean GeneFulls per Cell,2161
Median GeneFulls per Cell,1853
Total GeneFulls Detected,23208
