Number of Reads,136252173
Reads With Valid Barcodes,0.440879
Sequencing Saturation,0.266368
Q30 Bases in CB+UMI,0.832998
Q30 Bases in RNA read,0.800453
Reads Mapped to Genome: Unique+Multiple,0.488978
Reads Mapped to Genome: Unique,0.488978
Reads Mapped to Transcriptome: Unique+Multipe Genes,0.301477
Reads Mapped to Transcriptome: Unique Genes,0.293621
Estimated Number of Cells,14363
Reads in Cells Mapped to Unique Genes,24349722
Fraction of Reads in Cells,0.608644
Mean Reads per Cell,1695
Median Reads per Cell,1432
UMIs in Cells,17563343
Mean UMI per Cell,1222
Median UMI per Cell,1044
Mean Genes per Cell,896
Median Genes per Cell,806
Total Genes Detected,21125
