Number of Reads,120173234
Reads With Valid Barcodes,0.434949
Sequencing Saturation,0.250247
Q30 Bases in CB+UMI,0.795757
Q30 Bases in RNA read,0.757655
Reads Mapped to Genome: Unique+Multiple,0.492646
Reads Mapped to Genome: Unique,0.492646
Reads Mapped to Transcriptome: Unique+Multipe Genes,0.297433
Reads Mapped to Transcriptome: Unique Genes,0.289762
Estimated Number of Cells,13386
Reads in Cells Mapped to Unique Genes,20666879
Fraction of Reads in Cells,0.593506
Mean Reads per Cell,1543
Median Reads per Cell,1289
UMIs in Cells,15190497
Mean UMI per Cell,1134
Median UMI per Cell,963
Mean Genes per Cell,842
Median Genes per Cell,755
Total Genes Detected,20932
