Number of Reads,474642000
Reads With Valid Barcodes,0.472913
Sequencing Saturation,0.835262
Q30 Bases in CB+UMI,0.771174
Q30 Bases in RNA read,0.620949
Reads Mapped to Genome: Unique+Multiple,0.543406
Reads Mapped to Genome: Unique,0.543406
Reads Mapped to Transcriptome: Unique+Multipe Genes,0.211438
Reads Mapped to Transcriptome: Unique Genes,0.205259
Estimated Number of Cells,2383
Reads in Cells Mapped to Unique Genes,58081056
Fraction of Reads in Cells,0.596165
Mean Reads per Cell,24373
Median Reads per Cell,18995
UMIs in Cells,8249998
Mean UMI per Cell,3462
Median UMI per Cell,2639
Mean Genes per Cell,1846
Median Genes per Cell,1603
Total Genes Detected,22285
