Number of Reads,494030802
Reads With Valid Barcodes,1
Sequencing Saturation,0.725467
Q30 Bases in CB+UMI,-nan
Q30 Bases in RNA read,0.600765
Reads Mapped to Genome: Unique+Multiple,0.562359
Reads Mapped to Genome: Unique,0.562359
Reads Mapped to Transcriptome: Unique+Multipe Genes,0.416486
Reads Mapped to Transcriptome: Unique Genes,0.405025
Estimated Number of Cells,1953
Reads in Cells Mapped to Unique Genes,45691499
Fraction of Reads in Cells,0.228349
Mean Reads per Cell,23395
Median Reads per Cell,16929
UMIs in Cells,8016444
Mean UMI per Cell,4104
Median UMI per Cell,2916
Mean Genes per Cell,2005
Median Genes per Cell,1688
Total Genes Detected,21366
